GeneID	Name	Start	End	P_1_trim	P_2_trim	P_3_trim	P_7_trim	P_8_trim	P_9_trim	E_1_trim	E_2_trim	E_3_trim	E_7_trim	E_8_trim	E_9_trim
rno-miR-135b-5p	NC_005112.4	48977001	48977023	6	0	0	3	0	3	0	3	0	6	0	0
rno-miR-135b-3p	NC_005112.4	48977040	48977061	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3570	NC_005112.4	54952796	54952817	1650	3492	1857	1407	1467	3150	1755	1254	1143	2946	837	1170
rno-miR-181a-5p	NC_005112.4	54952756	54952778	76005	210987	118566	74925	96426	184842	119250	73506	87474	215163	66474	102843
rno-miR-181a-1-3p	NC_005112.4	54952796	54952817	1650	3492	1857	1407	1467	3150	1755	1254	1143	2946	837	1170
rno-miR-181b-5p	NC_005112.4	54952938	54952960	4710	10293	7602	4491	4605	10839	5250	4131	4755	10098	3699	5358
rno-miR-181b-1-3p	NC_005112.4	54952978	54952998	66	111	90	39	24	90	30	15	6	45	30	15
rno-miR-488-5p	NC_005112.4	76198603	76198623	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-488-3p	NC_005112.4	76198641	76198661	0	0	0	3	0	0	0	0	0	0	0	0
rno-miR-1843b-5p	NC_005112.4	77065449	77065471	126	462	180	114	183	333	333	147	180	570	141	147
rno-miR-1843b-3p	NC_005112.4	77065486	77065506	54	171	45	48	63	111	111	69	69	210	36	48
rno-miR-199a-5p	NC_005112.4	80125517	80125539	1830	387	258	1449	288	405	84	168	180	129	132	150
rno-miR-199a-3p	NC_005112.4	80125556	80125577	6756	1692	1236	5499	975	1869	210	666	861	453	516	714
rno-miR-214-5p	NC_005112.4	80130918	80130934	225	42	27	126	24	30	9	3	24	21	24	24
rno-miR-214-3p	NC_005112.4	80130975	80130995	249	84	27	201	57	54	24	12	69	9	33	21
rno-miR-3120	NC_005112.4	80130934	80130954	231	45	27	126	24	30	9	3	24	21	24	24
rno-miR-216b-5p	NC_005113.4	113101097	113101118	0	0	0	0	0	0	0	0	0	3	0	0
rno-miR-216b-3p	NC_005113.4	113101136	113101155	0	0	0	0	0	0	3	0	3	0	3	0
rno-miR-216a-5p	NC_005113.4	113112147	113112168	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-216a-3p	NC_005113.4	113112187	113112208	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-217-5p	NC_005113.4	113119560	113119581	0	0	0	0	0	0	6	0	0	3	3	0
rno-miR-217-3p	NC_005113.4	113119598	113119619	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-6321	NC_005113.4	21097416	21097438	0	3	0	0	0	0	0	0	0	0	0	0
rno-miR-193b-3p	NC_005113.4	30331063	30331081	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-193b-5p	NC_005113.4	30331100	30331117	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-328b-3p	NC_005113.4	45331218	45331235	0	6	0	3	0	0	0	0	6	6	0	0
rno-miR-218b	NC_005113.4	66923149	66923168	0	6	0	0	0	3	0	3	0	0	6	0
rno-miR-218a-1-3p	NC_005113.4	66923109	66923129	0	3	0	0	0	0	0	9	0	6	3	0
rno-miR-218a-5p	NC_005113.4	66923148	66923168	6	18	3	18	0	6	3	9	6	12	12	3
rno-miR-17-5p	NC_005114.4	100179892	100179914	474	1437	480	405	579	630	768	261	630	1218	372	636
rno-miR-17-1-3p	NC_005114.4	100179929	100179950	75	348	81	93	111	96	165	99	123	282	90	96
rno-miR-18a-5p	NC_005114.4	100180031	100180053	75	150	54	69	102	54	108	33	75	153	24	66
rno-miR-18a-3p	NC_005114.4	100180072	100180092	228	591	336	318	300	507	285	186	357	711	309	429
rno-miR-19a-5p	NC_005114.4	100180174	100180193	18	21	9	15	9	12	6	6	0	24	9	12
rno-miR-19a-3p	NC_005114.4	100180210	100180232	105	261	75	114	135	135	141	69	108	240	48	87
rno-miR-20a-5p	NC_005114.4	100180349	100180371	489	1311	462	531	627	669	645	249	486	1119	387	699
rno-miR-20a-3p	NC_005114.4	100180385	100180405	6	6	0	12	6	15	6	6	0	12	3	0
rno-miR-19b-1-5p	NC_005114.4	100180479	100180500	0	3	3	0	3	0	3	0	3	0	3	0
rno-miR-19b-3p	NC_005114.4	100180517	100180539	609	1248	534	489	540	723	591	294	612	1143	258	531
rno-miR-92a-1-5p	NC_005114.4	100180596	100180618	642	912	621	603	417	717	474	213	441	738	291	534
rno-miR-92a-3p	NC_005114.4	100180633	100180653	115617	204288	115962	107061	86241	177237	83628	74301	121716	177129	53835	125772
rno-miR-3546	NC_005114.4	33613500	33613521	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-208a-3p	NC_005114.4	33613467	33613484	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-208a-5p	NC_005114.4	33613498	33613519	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-208b-3p	NC_005114.4	33639543	33639560	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-208b-5p	NC_005114.4	33639576	33639595	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-6320	NC_005114.4	42959670	42959692	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-598-5p	NC_005114.4	47057506	47057527	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-598-3p	NC_005114.4	47057543	47057564	9	12	9	6	0	24	15	12	0	18	12	3
rno-miR-124-5p	NC_005114.4	47964311	47964332	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-124-3p	NC_005114.4	47964350	47964369	3	12	9	57	3	12	12	18	9	12	15	9
rno-miR-320-5p	NC_005114.4	52134291	52134312	0	6	0	0	6	12	3	0	0	3	0	9
rno-miR-320-3p	NC_005114.4	52134323	52134344	2460	4275	2718	2244	2298	4026	2640	2052	2583	4800	1524	2778
rno-miR-759	NC_005114.4	62025523	62025544	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1297	NC_005114.4	63861186	63861203	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3075	NC_005115.4	1822830	1822853	9	21	12	3	9	6	21	9	3	39	3	3
rno-miR-346	NC_005115.4	11250069	11250091	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-383-5p	NC_005115.4	57519679	57519699	0	0	0	0	0	0	0	0	0	0	0	3
rno-miR-383-3p	NC_005115.4	57519721	57519741	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-23b-5p	NC_005116.4	823242	823262	6	0	0	0	3	9	0	0	0	0	0	3
rno-miR-23b-3p	NC_005116.4	823279	823299	4896	2295	1488	3993	1446	1815	840	597	939	1581	621	903
rno-miR-27b-5p	NC_005116.4	823479	823502	312	165	165	228	93	195	63	63	51	111	63	87
rno-miR-27b-3p	NC_005116.4	823521	823541	61605	44964	27738	51609	20985	39264	19698	13665	18966	36558	15222	17913
rno-miR-3074	NC_005116.4	823971	823992	30	36	24	33	15	9	15	6	3	45	12	18
rno-miR-24-1-5p	NC_005116.4	823973	823994	9	9	18	15	3	3	6	3	0	12	6	6
rno-miR-24-3p	NC_005116.4	824011	824032	2841	3453	1644	1668	2913	1488	3504	507	789	3840	567	1314
rno-let-7a-5p	NC_005116.4	16417865	16417886	79812	97185	65301	70296	64410	110073	60057	62889	67332	115572	47169	74736
rno-let-7a-1-3p	NC_005116.4	16417916	16417937	186	213	117	156	84	216	72	69	54	240	75	81
rno-miR-3596d	NC_005116.4	16418228	16418247	283218	509874	317247	263859	281541	513543	334062	249531	244206	687477	221904	299385
rno-let-7f-5p	NC_005116.4	16418228	16418249	283218	509874	317247	263859	281541	513543	334062	249531	244206	687477	221904	299385
rno-let-7f-1-3p	NC_005116.4	16418284	16418304	138	252	108	120	147	102	189	81	93	276	96	105
rno-let-7d-5p	NC_005116.4	16419993	16420014	35652	44301	25608	29298	33303	39834	35796	25434	32769	60498	20040	32766
rno-let-7d-3p	NC_005116.4	16420047	16420068	32499	38745	26934	29769	24603	43770	20865	25767	28515	49740	18423	35877
rno-miR-3596b	NC_005116.4	16419995	16420014	27	63	24	9	24	42	48	15	30	120	15	21
rno-miR-3566	NC_005116.4	21353664	21353683	0	0	0	0	0	0	3	0	3	3	0	0
rno-miR-1896	NC_005116.4	45204288	45204305	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-7a-5p	NC_005116.4	6675034	6675056	15	81	15	27	57	60	48	21	12	69	33	24
rno-miR-7a-1-3p	NC_005116.4	6675075	6675096	90	138	66	81	135	84	138	60	111	240	66	105
rno-miR-874-5p	NC_005116.4	7025023	7025043	18	6	3	9	0	3	6	0	6	6	12	3
rno-miR-874-3p	NC_005116.4	7025058	7025079	66	21	9	63	24	24	9	6	30	15	27	27
rno-miR-466c-3p	NC_005116.4	72060086	72060106	0	0	0	0	0	0	0	0	0	3	0	0
rno-miR-466c-5p	NC_005116.4	72060125	72060145	3	18	18	3	15	12	15	3	18	39	3	21
rno-miR-511-5p	NC_005116.4	81382975	81382995	639	1470	558	636	663	912	1068	531	630	1983	480	495
rno-miR-511-3p	NC_005116.4	81383014	81383034	621	1200	459	513	633	690	783	411	540	1590	366	402
rno-miR-3542	NC_005116.4	9636551	9636571	0	0	0	0	0	0	6	0	0	0	3	3
rno-miR-187-3p	NC_005117.4	16390524	16390545	33	69	9	27	33	24	18	21	42	48	24	33
rno-miR-187-5p	NC_005117.4	16390565	16390582	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-133c	NC_005117.4	2052492	2052512	3	0	3	0	0	3	0	0	0	0	0	0
rno-miR-133a-3p	NC_005117.4	2052492	2052513	3	0	3	0	0	3	0	0	0	0	0	0
rno-miR-133a-5p	NC_005117.4	2052529	2052550	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3571	NC_005117.4	2054946	2054968	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1-3p	NC_005117.4	2054945	2054966	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1-5p	NC_005117.4	2054986	2055007	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1949	NC_005117.4	28353214	28353236	0	3	3	3	0	3	6	0	3	3	0	3
rno-miR-664-1-5p	NC_005117.4	47488028	47488048	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-664-3p	NC_005117.4	47488065	47488086	354	1209	360	270	483	453	864	240	447	1476	264	468
rno-miR-3557-5p	NC_005117.4	56726152	56726173	139476	439983	283515	129210	245382	438282	339300	190554	168936	682485	119790	177735
rno-miR-3557-3p	NC_005117.4	56726190	56726211	873	3642	1959	972	2109	2832	2658	1341	1305	5835	864	1482
rno-miR-378a-3p	NC_005117.4	56726153	56726173	21969	73323	41814	21312	36165	65964	48918	30870	28125	100674	20358	28149
rno-miR-378a-5p	NC_005117.4	56726190	56726211	873	3642	1959	972	2109	2832	2658	1341	1305	5835	864	1482
rno-miR-145-3p	NC_005117.4	56969921	56969941	12	9	3	12	15	6	0	12	9	0	0	0
rno-miR-145-5p	NC_005117.4	56969957	56969979	201	132	102	234	81	132	6	57	42	18	84	30
rno-miR-143-3p	NC_005117.4	56971297	56971318	45432	12633	14586	37260	16650	20505	2664	12234	5817	3546	2523	5679
rno-miR-143-5p	NC_005117.4	56971332	56971352	12	21	0	9	15	3	0	6	6	0	0	0
rno-miR-3591	NC_005117.4	60755299	60755318	141	111	60	84	234	105	627	63	87	867	33	90
rno-miR-122-5p	NC_005117.4	60755299	60755320	141	111	60	84	234	105	627	63	87	867	33	90
rno-miR-122-3p	NC_005117.4	60755335	60755353	15	9	3	12	3	3	75	9	6	123	0	6
rno-miR-138-2-3p	NC_005118.4	11149754	11149774	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-138-5p	NC_005118.4	11149799	11149821	105	459	129	114	117	234	36	90	147	159	297	195
rno-miR-1199-3p	NC_005118.4	25133429	25133449	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1199-5p	NC_005118.4	25133474	25133493	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-181d-3p	NC_005118.4	25290062	25290081	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-181d-5p	NC_005118.4	25290101	25290123	111	183	153	150	120	177	39	123	141	63	54	153
rno-miR-181c-3p	NC_005118.4	25290233	25290254	45	93	27	63	27	93	21	42	39	24	33	60
rno-miR-181c-5p	NC_005118.4	25290272	25290293	582	939	465	528	522	870	204	336	651	366	282	609
rno-miR-23a-5p	NC_005118.4	25318591	25318612	12	21	27	21	9	21	21	9	24	33	3	36
rno-miR-23a-3p	NC_005118.4	25318627	25318647	9201	20358	7752	7278	14640	9807	19002	4884	9180	26271	6174	8538
rno-miR-27a-5p	NC_005118.4	25318749	25318770	624	1395	780	552	591	1131	903	495	843	1560	363	861
rno-miR-27a-3p	NC_005118.4	25318791	25318811	24912	60231	21672	20631	35604	30507	43494	15639	22551	77982	18027	22980
rno-miR-24-2-5p	NC_005118.4	25318887	25318908	2637	6468	2721	2337	3867	4206	3963	1761	2301	7419	3708	2367
rno-miR-24-3p	NC_005118.4	25318923	25318944	2799	3519	1767	1689	3192	1737	3543	480	897	3597	606	1500
rno-miR-3550	NC_005118.4	26041445	26041465	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-6318	NC_005118.4	37262650	37262671	6	45	9	21	9	18	15	18	12	21	3	12
rno-miR-328a-3p	NC_005118.4	37263214	37263235	13485	24117	14388	12594	15015	22881	17316	13986	14826	38910	9027	14049
rno-miR-328a-5p	NC_005118.4	37263257	37263275	0	6	9	6	0	6	12	0	0	9	0	0
rno-miR-140-5p	NC_005118.4	39608972	39608993	348	834	396	366	333	375	390	195	285	639	207	363
rno-miR-140-3p	NC_005118.4	39609011	39609031	10419	30780	13845	11037	12135	19611	14946	10131	11688	29772	5979	13251
rno-miR-3084a-5p	NC_005118.4	43403108	43403129	0	3	0	0	0	0	0	0	0	0	0	0
rno-miR-3084a-3p	NC_005118.4	43403144	43403165	0	6	3	0	3	0	0	0	3	0	0	0
rno-miR-3564	NC_005118.4	54632076	54632096	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-678	NC_005119.4	13212483	13212504	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-327	NC_005119.4	14110707	14110725	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-877	NC_005119.4	3318872	3318891	99	237	150	159	102	213	114	135	135	297	177	126
rno-miR-6328	NC_005119.4	3394869	3394889	45	246	120	60	63	171	213	78	72	384	78	102
rno-miR-219a-1-3p	NC_005119.4	3816185	3816206	27	78	48	42	36	69	54	33	36	90	21	36
rno-miR-219a-5p	NC_005119.4	3816227	3816247	3	3	0	3	0	0	0	0	0	6	0	0
rno-miR-652-5p	NC_005120.4	114002543	114002565	6	18	3	9	0	3	21	0	3	18	0	0
rno-miR-652-3p	NC_005120.4	114002584	114002604	1677	5460	2157	1629	2643	2802	4320	1368	2430	7092	1440	2313
rno-miR-3552	NC_005120.4	118121393	118121413	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-764-5p	NC_005120.4	118123277	118123298	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-764-3p	NC_005120.4	118123315	118123337	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1912-5p	NC_005120.4	118130668	118130688	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1912-3p	NC_005120.4	118130705	118130723	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-1298	NC_005120.4	118190252	118190273	0	0	3	0	0	3	0	0	3	3	6	0
rno-miR-448-5p	NC_005120.4	118277696	118277717	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-448-3p	NC_005120.4	118277755	118277775	0	0	0	0	0	0	3	0	0	0	0	0
rno-miR-363-3p	NC_005120.4	140117109	140117129	675	1626	597	561	1263	915	726	531	1011	1491	552	951
rno-miR-363-5p	NC_005120.4	140117151	140117172	0	3	0	0	0	0	0	0	3	0	0	0
rno-miR-92a-3p	NC_005120.4	140117266	140117286	1470	2949	1536	1527	1311	2493	1284	1044	1830	2553	1197	2250
rno-miR-92a-2-5p	NC_005120.4	140117304	140117325	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-19b-3p	NC_005120.4	140117391	140117413	561	1314	516	495	549	858	639	258	591	1143	234	498
rno-miR-19b-2-5p	NC_005120.4	140117434	140117456	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-20b-3p	NC_005120.4	140117523	140117544	9	27	3	12	30	21	6	0	18	42	3	21
rno-miR-20b-5p	NC_005120.4	140117560	140117582	21	57	27	21	30	51	18	18	36	33	27	39
rno-miR-17-2-3p	NC_005120.4	140117900	140117922	15	63	36	27	30	39	15	33	33	36	15	27
rno-miR-17-5p	NC_005120.4	140117936	140117958	207	630	222	213	219	210	324	114	255	600	117	270
rno-miR-3589	NC_005120.4	143517017	143517038	141	429	150	126	135	186	147	108	189	432	234	180
rno-miR-505-3p	NC_005120.4	143517019	143517038	12	42	15	12	18	9	9	15	6	33	42	27
rno-miR-505-5p	NC_005120.4	143517053	143517075	18	51	0	18	30	21	21	9	9	45	0	15
rno-miR-743a-3p	NC_005120.4	151252838	151252859	0	0	3	0	0	9	0	0	3	0	0	0
rno-miR-743a-5p	NC_005120.4	151252872	151252893	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-743b-3p	NC_005120.4	151253328	151253349	0	0	18	0	0	42	3	0	6	12	0	0
rno-miR-743b-5p	NC_005120.4	151253363	151253384	0	0	6	0	0	3	0	0	3	0	0	0
rno-miR-742-3p	NC_005120.4	151260323	151260344	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-742-5p	NC_005120.4	151260359	151260379	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-883-3p	NC_005120.4	151260713	151260734	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-883-5p	NC_005120.4	151260748	151260770	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-471-3p	NC_005120.4	151272117	151272136	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-471-5p	NC_005120.4	151272150	151272171	0	0	3	0	0	0	0	0	0	0	0	0
rno-miR-3551-3p	NC_005120.4	151272836	151272858	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3551-5p	NC_005120.4	151272868	151272891	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-741-3p	NC_005120.4	151274373	151274394	0	0	30	0	0	24	0	0	0	0	0	0
rno-miR-741-5p	NC_005120.4	151274410	151274430	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-463-3p	NC_005120.4	151276039	151276060	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-463-5p	NC_005120.4	151276077	151276097	0	0	0	0	0	12	0	0	0	0	0	0
rno-miR-880-3p	NC_005120.4	151281998	151282019	0	0	0	0	0	6	0	0	3	0	0	0
rno-miR-880-5p	NC_005120.4	151282035	151282055	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-878	NC_005120.4	151283471	151283492	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-881-3p	NC_005120.4	151283921	151283942	0	0	12	0	0	33	0	0	0	0	0	0
rno-miR-881-5p	NC_005120.4	151283958	151283976	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-871-3p	NC_005120.4	151287798	151287819	0	0	3	0	0	3	0	0	3	0	0	0
rno-miR-871-5p	NC_005120.4	151287830	151287853	0	0	15	0	0	42	0	0	12	0	0	0
rno-miR-3580-3p	NC_005120.4	151295627	151295648	0	0	3	0	0	18	0	0	0	0	0	0
rno-miR-3580-5p	NC_005120.4	151295661	151295682	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-465-3p	NC_005120.4	151297378	151297399	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-465-5p	NC_005120.4	151297412	151297433	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-224-3p	NC_005120.4	152223760	152223781	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-224-5p	NC_005120.4	152223807	152223828	6	3	0	6	3	0	12	3	9	6	9	12
rno-miR-105	NC_005120.4	152585578	152585599	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-509-5p	NC_005120.4	155317221	155317243	3	3	0	0	0	0	0	0	0	0	0	0
rno-miR-509-3p	NC_005120.4	155317256	155317277	3	0	0	0	0	0	0	0	0	0	0	0
rno-miR-547-5p	NC_005120.4	155338851	155338872	9	3	0	9	0	0	3	0	3	12	3	3
rno-miR-547-3p	NC_005120.4	155338889	155338910	6	0	0	0	0	0	0	0	0	6	0	6
rno-miR-201-5p	NC_005120.4	155339151	155339170	33	21	6	33	21	3	9	0	9	15	9	15
rno-miR-201-3p	NC_005120.4	155339186	155339207	0	0	0	0	0	0	0	0	0	3	0	0
rno-miR-3585-5p	NC_005120.4	155344207	155344228	3	15	0	12	6	0	3	0	0	15	12	0
rno-miR-3585-3p	NC_005120.4	155344242	155344260	24	27	3	21	6	6	6	3	3	3	6	6
rno-miR-5132-5p	NC_005120.4	156716805	156716826	0	9	6	3	6	0	3	3	0	3	0	9
rno-miR-5132-3p	NC_005120.4	156716840	156716862	0	9	0	0	3	3	3	0	0	9	0	0
rno-miR-322	NC_005120.4	158148183	158148204	2415	3315	1374	2166	1410	1815	1962	858	1209	3642	1071	1155
rno-miR-322*	NC_005120.4	158148221	158148240	1014	639	390	771	357	630	339	189	216	582	195	192
rno-miR-503	NC_005120.4	158148481	158148503	30	60	21	24	48	21	36	18	6	72	9	36
rno-miR-503*	NC_005120.4	158148521	158148543	273	303	165	219	195	228	153	93	144	462	75	144
rno-miR-351	NC_005120.4	158149221	158149245	3300	2994	1767	2646	1317	2670	2406	861	1164	4158	1080	1161
rno-miR-351*	NC_005120.4	158149261	158149281	3	6	3	3	3	0	0	0	0	9	0	0
rno-miR-542-5p	NC_005120.4	158152156	158152177	54	54	15	84	12	39	27	24	15	24	30	36
rno-miR-542-3p	NC_005120.4	158152194	158152215	51	45	48	48	18	63	36	6	18	45	18	24
rno-miR-450a-5p	NC_005120.4	158153394	158153415	2145	2673	1101	1959	981	1590	1458	666	987	2703	867	888
rno-miR-450a-3p	NC_005120.4	158153428	158153448	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-532-5p	NC_005120.4	16109880	16109901	4491	12600	4260	3933	4695	7443	5961	3414	4023	11991	1515	4458
rno-miR-532-3p	NC_005120.4	16109917	16109938	936	1920	699	885	1041	804	1140	381	750	2142	537	837
rno-miR-188-5p	NC_005120.4	16110280	16110300	159	291	126	108	123	225	114	96	108	285	87	129
rno-miR-188-3p	NC_005120.4	16110319	16110338	0	0	3	3	6	0	9	0	3	18	0	0
rno-miR-362-5p	NC_005120.4	16117174	16117197	24	69	24	24	63	21	54	3	12	69	6	15
rno-miR-362-3p	NC_005120.4	16117211	16117232	204	516	114	180	270	159	273	81	123	615	153	129
rno-miR-3560	NC_005120.4	16117924	16117945	279	1461	264	198	780	396	1518	165	372	2475	105	402
rno-miR-501-5p	NC_005120.4	16117887	16117906	6	15	3	0	12	3	6	3	0	6	0	0
rno-miR-501-3p	NC_005120.4	16117924	16117946	279	1461	264	198	780	396	1518	165	372	2475	105	402
rno-miR-500-5p	NC_005120.4	16121342	16121365	12	6	3	18	3	9	12	9	9	12	3	6
rno-miR-500-3p	NC_005120.4	16121380	16121401	261	1020	309	285	561	390	813	162	489	1398	330	417
rno-let-7f-5p	NC_005120.4	21583279	21583300	385416	700971	432681	356607	381591	707064	402162	341586	331191	810747	300408	406836
rno-let-7f-2-3p	NC_005120.4	21583329	21583349	87	159	66	57	78	135	78	78	69	165	42	69
rno-miR-98-5p	NC_005120.4	21583890	21583911	3597	6723	4398	3630	4119	6969	4431	3399	3354	8436	2694	4098
rno-miR-98-3p	NC_005120.4	21583948	21583968	96	234	132	78	90	174	120	102	69	231	72	75
rno-miR-222-5p	NC_005120.4	3683940	3683960	15	27	9	21	18	39	9	6	15	12	18	12
rno-miR-222-3p	NC_005120.4	3683980	3684000	13689	15477	9498	12480	10431	16506	4578	6981	8805	8580	5025	9708
rno-miR-221-5p	NC_005120.4	3684504	3684526	108	177	78	96	87	120	87	33	57	99	24	90
rno-miR-221-3p	NC_005120.4	3684544	3684566	2133	3123	1629	1965	1734	2790	861	933	1428	1707	762	1833
rno-miR-223-5p	NC_005120.4	65367837	65367859	117	228	180	147	147	270	87	150	165	198	66	177
rno-miR-223-3p	NC_005120.4	65367879	65367899	8472	15312	6573	8286	15390	10215	6015	7080	8406	10959	4665	9237
rno-miR-3573-5p	NC_005120.4	68892978	68892999	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-3573-3p	NC_005120.4	68893020	68893042	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-676	NC_005120.4	70207069	70207090	1005	3483	705	906	1509	1104	1710	903	1218	3252	1026	1155
rno-miR-421-3p	NC_005120.4	74443505	74443524	0	0	0	0	3	0	0	0	0	6	0	0
rno-miR-421-5p	NC_005120.4	74443541	74443561	0	24	18	0	6	6	12	3	9	18	3	18
rno-miR-374-3p	NC_005120.4	74443655	74443676	102	276	141	120	99	195	123	78	99	339	111	117
rno-miR-374-5p	NC_005120.4	74443685	74443706	582	990	408	480	633	579	627	267	423	1071	303	471
rno-miR-672-3p	NC_005120.4	74982081	74982101	3	0	3	0	0	0	0	0	0	0	0	0
rno-miR-672-5p	NC_005120.4	74982117	74982139	96	18	33	48	3	51	6	27	18	15	9	9
rno-miR-3559-3p	NC_005120.4	75459266	75459287	21	18	15	27	3	15	3	9	6	3	0	12
rno-miR-3559-5p	NC_005120.4	75459306	75459327	63	24	18	33	21	24	9	12	21	24	21	27
rno-miR-384-3p	NC_005120.4	76301773	76301794	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-384-5p	NC_005120.4	76301813	76301835	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-325-3p	NC_005120.4	76334294	76334315	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-325-5p	NC_005120.4	76334331	76334353	0	0	0	0	0	0	0	0	0	0	0	0
rno-miR-361-3p	NC_005120.4	84708914	84708937	1143	4437	1647	1239	1863	2382	2751	1356	2232	6210	1188	1995
rno-miR-361-5p	NC_005120.4	84708954	84708975	474	1197	438	417	618	528	780	312	477	1293	318	543
